mod_id,mod_name,mod_category,typical_hp_gain_pct,typical_tq_gain_pct,typical_hp_gain_abs,typical_tq_gain_abs,compatible_makes,compatible_models,difficulty_level,typical_cost_usd,notes,source_url
MOD_B0A96248,Performance Camshaft Upgrade,Engine Internals,8.0,6.0,,,Honda;Toyota;Subaru;BMW;Ford;Mazda,High-rev naturally aspirated,Professional,850,More lift/duration. Moves power band higher. Needs remap. Popular on K-series/B-series.,static_curated
MOD_94672A37,Stroker Kit (Increased Displacement),Engine Internals,15.0,20.0,,,Honda;Subaru;Ford;Chevrolet,B16;B18;EJ20;EJ25;LS,Professional,3500,Increases engine displacement via longer stroke crankshaft.,static_curated
MOD_F18C989E,Electronic Boost Controller,Boost Control,8.0,8.0,,,All,Turbocharged models,Professional,250,Precise boost control. Safer than manual boost controller. Needs custom tune.,static_curated
MOD_CB4B9171,Blow-Off Valve / Diverter Valve Upgrade,Boost Control,1.0,1.0,,,VW;Audi;Subaru;Mitsubishi;BMW,Turbocharged models,DIY,130,Prevents compressor surge. Reliability + sound improvement.,static_curated
MOD_04DD2C44,Limited Slip Differential (LSD),Drivetrain,0.0,0.0,,,All,All,Professional,1600,"Reduces wheelspin, improves exit traction. Essential for high-power FWD/RWD.",static_curated
MOD_189C6421,Short-Throw Shifter,Transmission,0.0,0.0,,,All,Manual transmission,DIY,160,Reduces gear throw by 30-50%. No power gain.,static_curated
MOD_46296A80,Performance Clutch Kit,Transmission,0.0,0.0,,,All,Manual transmission,Professional,700,Handles higher torque for Stage 2+ builds. Required at 350+ Nm.,static_curated
MOD_ACFEF1D6,Front Splitter,Aerodynamics,0.0,0.0,,,All,All,DIY,200,Increases front downforce. Effect significant only above 150 km/h.,static_curated
MOD_02ADEC8D,Rear Wing / Spoiler,Aerodynamics,0.0,0.0,,,All,All,DIY,320,Adds rear downforce. Can slightly increase drag.,static_curated
MOD_132A68F6,Diffuser (Rear Underbody),Aerodynamics,0.0,0.0,,,All,All,Professional,350,Reduces drag and lift at rear. Noticeable above 180 km/h.,static_curated
