mod_id,mod_name,mod_category,typical_hp_gain_pct,typical_tq_gain_pct,typical_hp_gain_abs,typical_tq_gain_abs,compatible_makes,compatible_models,difficulty_level,typical_cost_usd,notes,source_url
MOD_B0A96248,Performance Camshaft Upgrade,Engine Internals,8.0,6.0,,,Honda;Toyota;Subaru;BMW;Ford;Mazda,High-rev naturally aspirated,Professional,850,More lift/duration. Moves power band higher. Needs remap. Popular on K-series/B-series.,static_curated
MOD_94672A37,Stroker Kit (Increased Displacement),Engine Internals,15.0,20.0,,,Honda;Subaru;Ford;Chevrolet,B16;B18;EJ20;EJ25;LS,Professional,3500,Increases engine displacement via longer stroke crankshaft.,static_curated
MOD_F18C989E,Electronic Boost Controller,Boost Control,8.0,8.0,,,All,Turbocharged models,Professional,250,Precise boost control. Safer than manual boost controller. Needs custom tune.,static_curated
MOD_CB4B9171,Blow-Off Valve / Diverter Valve Upgrade,Boost Control,1.0,1.0,,,VW;Audi;Subaru;Mitsubishi;BMW,Turbocharged models,DIY,130,Prevents compressor surge. Reliability + sound improvement.,static_curated
MOD_04DD2C44,Limited Slip Differential (LSD),Drivetrain,0.0,0.0,,,All,All,Professional,1600,"Reduces wheelspin, improves exit traction. Essential for high-power FWD/RWD.",static_curated
MOD_189C6421,Short-Throw Shifter,Transmission,0.0,0.0,,,All,Manual transmission,DIY,160,Reduces gear throw by 30-50%. No power gain.,static_curated
MOD_46296A80,Performance Clutch Kit,Transmission,0.0,0.0,,,All,Manual transmission,Professional,700,Handles higher torque for Stage 2+ builds. Required at 350+ Nm.,static_curated
MOD_ACFEF1D6,Front Splitter,Aerodynamics,0.0,0.0,,,All,All,DIY,200,Increases front downforce. Effect significant only above 150 km/h.,static_curated
MOD_02ADEC8D,Rear Wing / Spoiler,Aerodynamics,0.0,0.0,,,All,All,DIY,320,Adds rear downforce. Can slightly increase drag.,static_curated
MOD_132A68F6,Diffuser (Rear Underbody),Aerodynamics,0.0,0.0,,,All,All,Professional,350,Reduces drag and lift at rear. Noticeable above 180 km/h.,static_curated
MOD_53CCECBF,APR Stage 1 ECU Upgrade,ECU Tune,31.8,,70.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen3 IS20 (Golf GTI / A3 1.8/2.0 TSI),Professional,399,Stock: 220 hp → Stage 1: 290 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_F55BDA50,APR Stage 2 ECU Upgrade,ECU Tune,54.5,,120.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen3 IS20 (Golf GTI / A3 1.8/2.0 TSI),Professional,599,Stock: 220 hp → Stage 2: 340 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_92EBA3DF,APR Stage 1 ECU Upgrade,ECU Tune,26.7,,78.0,,VW;Audi;Seat,2.0T EA888 Gen3 IS38 (Golf R / S3 / TT S),Professional,399,Stock: 292 hp → Stage 1: 370 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_686DB286,APR Stage 2 ECU Upgrade,ECU Tune,47.3,,138.0,,VW;Audi;Seat,2.0T EA888 Gen3 IS38 (Golf R / S3 / TT S),Professional,699,Stock: 292 hp → Stage 2: 430 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_D7FA63C2,APR Stage 1 ECU Upgrade,ECU Tune,25.4,,80.0,,VW;Audi,2.0T EA888 Gen3 IS38 8-speed (Golf R DSG),Professional,399,Stock: 315 hp → Stage 1: 395 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_5DB65EED,APR Stage 2 ECU Upgrade,ECU Tune,42.9,,135.0,,VW;Audi,2.0T EA888 Gen3 IS38 8-speed (Golf R DSG),Professional,699,Stock: 315 hp → Stage 2: 450 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_09638EAF,APR Stage 1 ECU Upgrade,ECU Tune,30.6,,75.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen4 (Golf GTI Mk8 / A3 8Y),Professional,399,Stock: 245 hp → Stage 1: 320 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2
MOD_E15639F5,APR Stage 2 ECU Upgrade,ECU Tune,53.1,,130.0,,VW;Audi;Skoda;Seat,2.0T EA888 Gen4 (Golf GTI Mk8 / A3 8Y),Professional,699,Stock: 245 hp → Stage 2: 375 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK2
MOD_2E7AFE1C,APR Stage 1 ECU Upgrade,ECU Tune,25.0,,80.0,,VW;Audi,2.0T EA888 Gen4 LK3 (Golf R Mk8 / RS3 8Y prep),Professional,399,Stock: 320 hp → Stage 1: 400 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_B9EE549F,APR Stage 2 ECU Upgrade,ECU Tune,43.8,,140.0,,VW;Audi,2.0T EA888 Gen4 LK3 (Golf R Mk8 / RS3 8Y prep),Professional,799,Stock: 320 hp → Stage 2: 460 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g4/parts/ECU-20T-EA888-4-LK3
MOD_B3F66605,APR Stage 1 ECU Upgrade,ECU Tune,33.3,,60.0,,VW;Audi;Skoda;Seat,1.8T EA888 Gen3 (A3 1.8 TFSI / Golf 1.8 TSI),Professional,399,Stock: 180 hp → Stage 1: 240 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS20
MOD_95B8263A,APR Stage 2 ECU Upgrade,ECU Tune,55.6,,100.0,,VW;Audi;Skoda;Seat,1.8T EA888 Gen3 (A3 1.8 TFSI / Golf 1.8 TSI),Professional,599,Stock: 180 hp → Stage 2: 280 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS20
MOD_5B3404E7,APR Stage 1 ECU Upgrade,ECU Tune,20.0,,80.0,,Audi,2.5T EA855 Evo (RS3 8V / TT RS 8S),Professional,499,Stock: 400 hp → Stage 1: 480 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-T-IHI
MOD_EF69B3C5,APR Stage 2 ECU Upgrade,ECU Tune,35.0,,140.0,,Audi,2.5T EA855 Evo (RS3 8V / TT RS 8S),Professional,799,Stock: 400 hp → Stage 2: 540 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo/parts/ECU-25T-EA855-EVO-T-IHI
MOD_E4B9FB95,APR Stage 1 ECU Upgrade,ECU Tune,27.1,,96.0,,Audi,3.0T V6 EA839 (S4 B9 / S5 B9 / SQ5),Professional,599,Stock: 354 hp → Stage 1: 450 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_v6_ea839/parts/ECU-30T-V6-EA839-T-OEM
MOD_04A5FB56,APR Stage 2 ECU Upgrade,ECU Tune,46.9,,166.0,,Audi,3.0T V6 EA839 (S4 B9 / S5 B9 / SQ5),Professional,899,Stock: 354 hp → Stage 2: 520 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/6/30t_v6_ea839/parts/ECU-30T-V6-EA839-T-OEM
MOD_4A8C60B8,APR Stage 1 ECU Upgrade,ECU Tune,18.4,,109.0,,Audi;Lamborghini;Bentley,4.0T V8 DOHC (RS6 C8 / RS7 C8 / S8 D5),Professional,799,Stock: 591 hp → Stage 1: 700 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_v8_c8/parts/ECU-40T-V8-C8-T-OEM
MOD_BBFE653E,APR Stage 2 ECU Upgrade,ECU Tune,32.0,,189.0,,Audi;Lamborghini;Bentley,4.0T V8 DOHC (RS6 C8 / RS7 C8 / S8 D5),Professional,999,Stock: 591 hp → Stage 2: 780 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/8/40t_v8_c8/parts/ECU-40T-V8-C8-T-OEM
MOD_009E5B8D,APR Stage 1 ECU Upgrade,ECU Tune,19.0,,80.0,,Audi,2.5T EA855 Evo2 (RS3 8Y facelift / TT RS facelift),Professional,499,Stock: 420 hp → Stage 1: 500 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo2/parts/ECU-25T-EA855-EVO2-T-IHI
MOD_810F8B96,APR Stage 2 ECU Upgrade,ECU Tune,34.5,,145.0,,Audi,2.5T EA855 Evo2 (RS3 8Y facelift / TT RS facelift),Professional,799,Stock: 420 hp → Stage 2: 565 hp. APR published dyno figures.,https://www.goapr.com/products/software/ecu_upgrade/gasoline/5/25t_ea855_evo2/parts/ECU-25T-EA855-EVO2-T-IHI
MOD_67453CFB,RaceChip ECU Tuning Box,ECU Tune,31.8,,70.0,,VW,Golf GTI Mk7/7.5 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 220 hp → Tuned: 290 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_33D0AE01,RaceChip ECU Tuning Box,ECU Tune,23.3,,70.0,,VW,Golf R Mk7 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 370 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_A2FBD35E,RaceChip ECU Tuning Box,ECU Tune,26.5,,65.0,,VW,Golf GTI Mk8 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 245 hp → Tuned: 310 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_05ED4DDE,RaceChip ECU Tuning Box,ECU Tune,30.0,,45.0,,VW,Tiguan 2.0 TDI 150,DIY,400,Plug-in tuning box. Stock: 150 hp → Tuned: 195 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_EEB02A2C,RaceChip ECU Tuning Box,ECU Tune,26.3,,50.0,,VW,Passat 2.0 TDI 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 240 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_0C26B36D,RaceChip ECU Tuning Box,ECU Tune,26.7,,80.0,,Audi,A3/S3 2.0 TFSI (8V),DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 380 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_6EAFDAD0,RaceChip ECU Tuning Box,ECU Tune,26.3,,50.0,,Audi,A4/A5 2.0 TFSI 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 240 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_72F952F9,RaceChip ECU Tuning Box,ECU Tune,22.5,,90.0,,Audi,RS3 2.5 TFSI,DIY,400,Plug-in tuning box. Stock: 400 hp → Tuned: 490 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_FD56BD36,RaceChip ECU Tuning Box,ECU Tune,25.9,,74.0,,Audi,Q5 3.0 TDI 286,DIY,400,Plug-in tuning box. Stock: 286 hp → Tuned: 360 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_D689FF56,RaceChip ECU Tuning Box,ECU Tune,23.5,,80.0,,BMW,M140i/M240i B58 340,DIY,400,Plug-in tuning box. Stock: 340 hp → Tuned: 420 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_C91AD75E,RaceChip ECU Tuning Box,ECU Tune,26.0,,67.0,,BMW,330i G20 2.0 258,DIY,400,Plug-in tuning box. Stock: 258 hp → Tuned: 325 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_0E48FAF2,RaceChip ECU Tuning Box,ECU Tune,17.6,,90.0,,BMW,M3/M4 S58,DIY,400,Plug-in tuning box. Stock: 510 hp → Tuned: 600 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_D2532D2C,RaceChip ECU Tuning Box,ECU Tune,26.3,,50.0,,BMW,520d G30 2.0d 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 240 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_0CEE357B,RaceChip ECU Tuning Box,ECU Tune,22.2,,80.0,,Mercedes-Benz,A45 AMG M133,DIY,400,Plug-in tuning box. Stock: 360 hp → Tuned: 440 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_BB3DE2AA,RaceChip ECU Tuning Box,ECU Tune,24.0,,62.0,,Mercedes-Benz,C300 2.0T,DIY,400,Plug-in tuning box. Stock: 258 hp → Tuned: 320 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_D3DF4679,RaceChip ECU Tuning Box,ECU Tune,26.3,,51.0,,Mercedes-Benz,E220d 2.0d 194,DIY,400,Plug-in tuning box. Stock: 194 hp → Tuned: 245 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_C33C095B,RaceChip ECU Tuning Box,ECU Tune,24.0,,60.0,,Ford,Focus ST Mk3 2.0 EcoBoost,DIY,400,Plug-in tuning box. Stock: 250 hp → Tuned: 310 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_BA25FC00,RaceChip ECU Tuning Box,ECU Tune,27.5,,55.0,,Ford,Fiesta ST 1.5 EcoBoost,DIY,400,Plug-in tuning box. Stock: 200 hp → Tuned: 255 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_01D06F30,RaceChip ECU Tuning Box,ECU Tune,24.1,,70.0,,Ford,Mustang 2.3 EcoBoost,DIY,400,Plug-in tuning box. Stock: 290 hp → Tuned: 360 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_3326C0E3,RaceChip ECU Tuning Box,ECU Tune,24.5,,60.0,,Skoda,Octavia vRS 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 245 hp → Tuned: 305 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_182CC597,RaceChip ECU Tuning Box,ECU Tune,22.9,,55.0,,Skoda,Kodiaq RS 2.0 TDI 240,DIY,400,Plug-in tuning box. Stock: 240 hp → Tuned: 295 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_24A4BB42,RaceChip ECU Tuning Box,ECU Tune,25.0,,75.0,,Seat,Leon Cupra R 2.0 TSI,DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 375 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_79CDD72C,RaceChip ECU Tuning Box,ECU Tune,28.9,,55.0,,Seat,Ateca FR 2.0 TSI 190,DIY,400,Plug-in tuning box. Stock: 190 hp → Tuned: 245 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_FC46A73B,RaceChip ECU Tuning Box,ECU Tune,22.6,,59.0,,Toyota,GR Yaris 1.6T,DIY,400,Plug-in tuning box. Stock: 261 hp → Tuned: 320 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_74936031,RaceChip ECU Tuning Box,ECU Tune,22.1,,75.0,,Toyota,Supra A90 3.0T,DIY,400,Plug-in tuning box. Stock: 340 hp → Tuned: 415 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_C5F8B09F,RaceChip ECU Tuning Box,ECU Tune,23.2,,65.0,,Renault,Megane RS 280 1.8T,DIY,400,Plug-in tuning box. Stock: 280 hp → Tuned: 345 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_9A42F9CE,RaceChip ECU Tuning Box,ECU Tune,22.2,,60.0,,Peugeot,308 GTi 1.6T 270,DIY,400,Plug-in tuning box. Stock: 270 hp → Tuned: 330 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_85BA8602,RaceChip ECU Tuning Box,ECU Tune,23.3,,70.0,,Subaru,WRX STI EJ257,DIY,400,Plug-in tuning box. Stock: 300 hp → Tuned: 370 hp. RaceChip published figures (static fallback).,https://www.racechip.com
MOD_63DBBCF2,RaceChip ECU Tuning Box,ECU Tune,20.3,,65.0,,Honda,Civic Type R FK8 2.0T,DIY,400,Plug-in tuning box. Stock: 320 hp → Tuned: 385 hp. RaceChip published figures (static fallback).,https://www.racechip.com
