car_id,make,model,variant,raw_title,year_from,year_to,displacement_cc,cylinders,stock_hp,stock_torque_nm,weight_kg,drivetrain,transmission,engine_type,fuel_type,drag_coef,frontal_area_m2,top_speed_stock,top_speed_mph,zero_hundred_stock,co2_gkm,source_url
CAR_EFD5310F,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,1996,,1595.0,4.0,101.0,140.0,1200.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,186.7,116.0,11.7,197.0,https://www.parkers.co.uk/audi/a4/avant-1996/16-5d/specs/
CAR_157CA3B5,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,2000,,1595.0,4.0,100.0,148.0,1295.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,188.3,117.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2000/16-4d/specs/
CAR_50B69C1D,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,2001,,1596.0,4.0,100.0,148.0,1350.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2001/16-5d/specs/
CAR_AF212CB6,Audi,A4,18t 2d,Audi A4 Cabriolet1.8T 2d Specs & dimensions,2001,,1781.0,4.0,160.0,225.0,1540.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,9.1,208.0,https://www.parkers.co.uk/audi/a4/cabriolet-2001/18t-2d/specs/
CAR_CDB7F3C4,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1300.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,189.9,118.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2005/16-4d/specs/
CAR_53EA1310,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1360.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2005/16-5d/specs/
CAR_BEC2A0AE,Audi,A4,18t 2d,Audi A4 Cabriolet1.8T 2d Specs & dimensions,2006,,1781.0,4.0,160.0,225.0,1540.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,9.1,199.0,https://www.parkers.co.uk/audi/a4/cabriolet-2006/18t-2d/specs/
CAR_E0B949C3,Audi,A4,42 fsi quattro 2d cabriolet,Audi A4 RS44.2 FSI quattro 2d Cabriolet Specs & dimensions,2005,,4163.0,8.0,414.0,430.0,1845.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,249.4,155.0,4.7,336.0,https://www.parkers.co.uk/audi/a4/rs4-2005/42-fsi-quattro-2d-cabriolet/specs/
CAR_EAE40BB8,Toyota,Yaris,10 vvt i active (0714 ) 3d,Toyota Yaris Hatchback1.0 VVT-i Active (07/14-) 3d Specs & dimensions,2011,,998.0,3.0,68.0,95.0,1040.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,154.5,96.0,14.8,99.0,https://www.parkers.co.uk/toyota/yaris/hatchback-2011/10-vvt-i-active-(0714-)-3d/specs/
CAR_71632A93,Toyota,Yaris,15 hybrid 130 excel 5dr cvt,Toyota Yaris Hatchback1.5 Hybrid 130 Excel 5dr CVT Specs & dimensions,2020,,1490.0,3.0,128.0,120.0,1145.0,Front wheel drive,Automatic,EV,Petrol/Electric Hybrid,,,175.4,109.0,8.9,95.0,https://www.parkers.co.uk/toyota/yaris/hatchback-2020/15-hybrid-130-excel-5dr-cvt/specs/
CAR_2A5A8F6E,Toyota,Yaris,16 3dr awd [convenience pack],Toyota Yaris GR Yaris1.6 3dr AWD [Convenience Pack] Specs & dimensions,2020,,1618.0,3.0,257.0,360.0,1280.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,,,5.3,186.0,https://www.parkers.co.uk/toyota/yaris/gr-yaris-2020/16-3dr-awd-[convenience-pack]/specs/
CAR_5EB27855,Toyota,Yaris,10 vvt i ion 3d,Toyota Yaris Hatchback1.0 VVT-i Ion 3d Specs & dimensions,2006,,996.0,3.0,68.0,95.0,980.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,154.5,96.0,15.2,127.0,https://www.parkers.co.uk/toyota/yaris/hatchback-2006/10-vvt-i-ion-3d/specs/
