car_id,make,model,variant,raw_title,year_from,year_to,displacement_cc,cylinders,stock_hp,stock_torque_nm,weight_kg,drivetrain,transmission,engine_type,fuel_type,drag_coef,frontal_area_m2,top_speed_stock,top_speed_mph,zero_hundred_stock,co2_gkm,source_url
CAR_C21F9A7E,Audi,A4,18t fsi (160bhp) black edition 5d,Audi A4 Avant1.8T FSI (160bhp) Black Edition 5d Specs & dimensions,2008,,1798.0,4.0,157.0,250.0,1470.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,8.6,169.0,https://www.parkers.co.uk/audi/a4/avant-2008/18t-fsi-(160bhp)-black-edition-5d/specs/
CAR_83BB70C1,Audi,A4,18t fsi (160bhp) black edition 5d multitronic,Audi A4 Avant1.8T FSI (160bhp) Black Edition 5d Multitronic Specs & dimensions,2008,,1798.0,4.0,157.0,250.0,1510.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,222.1,138.0,8.6,174.0,https://www.parkers.co.uk/audi/a4/avant-2008/18t-fsi-(160bhp)-black-edition-5d-multitronic/specs/
CAR_16B6C33D,Audi,A4,20 tdi (190bhp) quattro 5d,Audi A4 Allroad2.0 TDI (190bhp) Quattro 5d Specs & dimensions,2009,,1968.0,4.0,187.0,400.0,1690.0,4 wheel drive,Manual,Diesel,Diesel,,,222.1,138.0,7.4,145.0,https://www.parkers.co.uk/audi/a4/allroad-2009/20-tdi-(190bhp)-quattro-5d/specs/
CAR_A4F3FCB8,Audi,A4,20 tdi (190bhp) quattro 5d s tronic,Audi A4 Allroad2.0 TDI (190bhp) Quattro 5d S Tronic Specs & dimensions,2009,,1968.0,4.0,187.0,400.0,1730.0,4 wheel drive,Automatic,Diesel,Diesel,,,214.0,133.0,7.6,149.0,https://www.parkers.co.uk/audi/a4/allroad-2009/20-tdi-(190bhp)-quattro-5d-s-tronic/specs/
CAR_7D908350,Audi,A4,s4 quattro avant (2012) 5d s tronic,Audi A4 S4S4 Quattro Avant (2012) 5d S Tronic Specs & dimensions,2009,2012,2995.0,6.0,328.0,440.0,1750.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.9,180.0,https://www.parkers.co.uk/audi/a4/s4-2009/s4-quattro-avant-(2012)-5d-s-tronic/specs/
CAR_E431F4FE,Audi,A4,s4 quattro avant (nav) 5d s tronic,Audi A4 S4S4 Quattro Avant (Nav) 5d S Tronic Specs & dimensions,2009,,2995.0,6.0,328.0,440.0,1750.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.9,180.0,https://www.parkers.co.uk/audi/a4/s4-2009/s4-quattro-avant-(nav)-5d-s-tronic/specs/
CAR_22D150BE,Audi,A4,42 fsi quattro 5d s tronic,Audi A4 RS4 Avant4.2 FSI Quattro 5d S Tronic Specs & dimensions,2012,,4163.0,8.0,443.0,430.0,1795.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.5,249.0,https://www.parkers.co.uk/audi/a4/rs4-avant-2012/42-fsi-quattro-5d-s-tronic/specs/
CAR_C0F77D67,Audi,A4,42 fsi quattro limited edition 5d s tronic,Audi A4 RS4 Avant4.2 FSI Quattro Limited Edition 5d S Tronic Specs & dimensions,2012,,4163.0,8.0,443.0,430.0,1795.0,4 wheel drive,Automatic,Naturally Aspirated,Petrol,,,249.4,155.0,4.5,249.0,https://www.parkers.co.uk/audi/a4/rs4-avant-2012/42-fsi-quattro-limited-edition-5d-s-tronic/specs/
CAR_D2456324,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,1995,,1595.0,4.0,101.0,140.0,1185.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,191.5,119.0,11.5,197.0,https://www.parkers.co.uk/audi/a4/saloon-1995/16-4d/specs/
CAR_C701FF82,Audi,A4,16 4d auto,Audi A4 Saloon1.6 4d Auto Specs & dimensions,1995,,1595.0,4.0,101.0,140.0,1205.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,185.1,115.0,14.1,206.0,https://www.parkers.co.uk/audi/a4/saloon-1995/16-4d-auto/specs/
CAR_EFD5310F,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,1996,,1595.0,4.0,101.0,140.0,1200.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,186.7,116.0,11.7,197.0,https://www.parkers.co.uk/audi/a4/avant-1996/16-5d/specs/
CAR_0DA518AB,Audi,A4,16 5d auto,Audi A4 Avant1.6 5d Auto Specs & dimensions,1996,,1595.0,4.0,101.0,140.0,1185.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,191.5,119.0,11.5,,https://www.parkers.co.uk/audi/a4/avant-1996/16-5d-auto/specs/
CAR_157CA3B5,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,2000,,1595.0,4.0,100.0,148.0,1295.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,188.3,117.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2000/16-4d/specs/
CAR_A970B396,Audi,A4,16 se 4d,Audi A4 Saloon1.6 SE 4d Specs & dimensions,2000,,1595.0,4.0,100.0,148.0,1295.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,188.3,117.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2000/16-se-4d/specs/
CAR_50B69C1D,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,2001,,1596.0,4.0,100.0,148.0,1350.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2001/16-5d/specs/
CAR_F8233344,Audi,A4,16 se 5d,Audi A4 Avant1.6 SE 5d Specs & dimensions,2001,,1596.0,4.0,100.0,148.0,1350.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2001/16-se-5d/specs/
CAR_AF212CB6,Audi,A4,18t 2d,Audi A4 Cabriolet1.8T 2d Specs & dimensions,2001,,1781.0,4.0,160.0,225.0,1540.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,9.1,208.0,https://www.parkers.co.uk/audi/a4/cabriolet-2001/18t-2d/specs/
CAR_91E847AE,Audi,A4,18t 2d multitronic,Audi A4 Cabriolet1.8T 2d Multitronic Specs & dimensions,2001,,1781.0,4.0,160.0,225.0,1580.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,217.3,135.0,9.0,206.0,https://www.parkers.co.uk/audi/a4/cabriolet-2001/18t-2d-multitronic/specs/
CAR_CDB7F3C4,Audi,A4,16 4d,Audi A4 Saloon1.6 4d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1300.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,189.9,118.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2005/16-4d/specs/
CAR_D108263D,Audi,A4,16 s line 4d,Audi A4 Saloon1.6 S Line 4d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1300.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,189.9,118.0,12.2,187.0,https://www.parkers.co.uk/audi/a4/saloon-2005/16-s-line-4d/specs/
CAR_53EA1310,Audi,A4,16 5d,Audi A4 Avant1.6 5d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1360.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2005/16-5d/specs/
CAR_9BCCA311,Audi,A4,16 s line 5d,Audi A4 Avant1.6 S Line 5d Specs & dimensions,2005,,1596.0,4.0,100.0,148.0,1360.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,185.1,115.0,12.6,190.0,https://www.parkers.co.uk/audi/a4/avant-2005/16-s-line-5d/specs/
CAR_BEC2A0AE,Audi,A4,18t 2d,Audi A4 Cabriolet1.8T 2d Specs & dimensions,2006,,1781.0,4.0,160.0,225.0,1540.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,9.1,199.0,https://www.parkers.co.uk/audi/a4/cabriolet-2006/18t-2d/specs/
CAR_A6B9A9A1,Audi,A4,18t 2d multitronic,Audi A4 Cabriolet1.8T 2d Multitronic Specs & dimensions,2006,,1781.0,4.0,160.0,225.0,1580.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,217.3,135.0,9.0,204.0,https://www.parkers.co.uk/audi/a4/cabriolet-2006/18t-2d-multitronic/specs/
CAR_E0B949C3,Audi,A4,42 fsi quattro 2d cabriolet,Audi A4 RS44.2 FSI quattro 2d Cabriolet Specs & dimensions,2005,,4163.0,8.0,414.0,430.0,1845.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,249.4,155.0,4.7,336.0,https://www.parkers.co.uk/audi/a4/rs4-2005/42-fsi-quattro-2d-cabriolet/specs/
CAR_FC80762F,Audi,A4,42 fsi quattro 4d saloon,Audi A4 RS44.2 FSI quattro 4d saloon Specs & dimensions,2005,,4163.0,8.0,414.0,430.0,1650.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,249.4,155.0,4.6,324.0,https://www.parkers.co.uk/audi/a4/rs4-2005/42-fsi-quattro-4d-saloon/specs/
CAR_BBB32357,Audi,Tt,18t fsi s line 2d,Audi TT Coupe1.8T FSI S Line 2d Specs & dimensions,2014,,1798.0,4.0,177.0,250.0,1210.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,239.8,149.0,6.7,138.0,https://www.parkers.co.uk/audi/tt/coupe-2014/18t-fsi-s-line-2d/specs/
CAR_5EDE996A,Audi,Tt,18t fsi sport 2d,Audi TT Coupe1.8T FSI Sport 2d Specs & dimensions,2014,,1798.0,4.0,177.0,250.0,1210.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,239.8,149.0,6.7,138.0,https://www.parkers.co.uk/audi/tt/coupe-2014/18t-fsi-sport-2d/specs/
CAR_F3AED8BD,Audi,Tt,18t fsi s line 2d,Audi TT Roadster1.8T FSI S Line 2d Specs & dimensions,2015,,1798.0,4.0,177.0,250.0,1300.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,236.6,147.0,7.0,142.0,https://www.parkers.co.uk/audi/tt/roadster-2015/18t-fsi-s-line-2d/specs/
CAR_243D0815,Audi,Tt,18t fsi sport 2d,Audi TT Roadster1.8T FSI Sport 2d Specs & dimensions,2015,,1798.0,4.0,177.0,250.0,1300.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,236.6,147.0,7.0,142.0,https://www.parkers.co.uk/audi/tt/roadster-2015/18t-fsi-sport-2d/specs/
CAR_69BF71AE,Audi,Tt,18t fsi s line 2d,Audi TT Coupe1.8T FSI S Line 2d Specs & dimensions,2006,,1798.0,4.0,157.0,250.0,1260.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,225.3,140.0,7.1,149.0,https://www.parkers.co.uk/audi/tt/coupe-2006/18t-fsi-s-line-2d/specs/
CAR_6B0468A5,Audi,Tt,18t fsi s line 2d s tronic,Audi TT Coupe1.8T FSI S Line 2d S Tronic Specs & dimensions,2006,,1798.0,4.0,157.0,250.0,1280.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,225.3,140.0,7.0,147.0,https://www.parkers.co.uk/audi/tt/coupe-2006/18t-fsi-s-line-2d-s-tronic/specs/
CAR_DB7CA4D7,Audi,Tt,18t fsi (2011) 2d,Audi TT Roadster1.8T FSI (2011) 2d Specs & dimensions,2007,2011,1798.0,4.0,157.0,250.0,1285.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,223.7,139.0,7.2,152.0,https://www.parkers.co.uk/audi/tt/roadster-2007/18t-fsi-(2011)-2d/specs/
CAR_A1BF0D6D,Audi,Tt,18t fsi 2d,Audi TT Roadster1.8T FSI 2d Specs & dimensions,2007,,1798.0,4.0,157.0,250.0,1285.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,222.1,138.0,7.2,159.0,https://www.parkers.co.uk/audi/tt/roadster-2007/18t-fsi-2d/specs/
CAR_ECB5FAFF,Audi,Tt,25t fsi tt rs plus quattro coupe 2d,Audi TT RS2.5T FSI TT RS Plus Quattro Coupe 2d Specs & dimensions,2009,,2480.0,5.0,354.0,465.0,1450.0,4 wheel drive,Manual,Turbocharged,Petrol,,,280.0,174.0,4.2,209.0,https://www.parkers.co.uk/audi/tt/rs-2009/25t-fsi-tt-rs-plus-quattro-coupe-2d/specs/
CAR_A460AB5E,Audi,Tt,25t fsi tt rs plus quattro coupe 2d s tronic,Audi TT RS2.5T FSI TT RS Plus Quattro Coupe 2d S Tronic Specs & dimensions,2009,,2480.0,5.0,354.0,465.0,1475.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,280.0,174.0,4.0,197.0,https://www.parkers.co.uk/audi/tt/rs-2009/25t-fsi-tt-rs-plus-quattro-coupe-2d-s-tronic/specs/
CAR_190110B4,Audi,Tt,18 s line (225ps) 2d,Audi TT Coupe1.8 S-Line (225ps) 2d Specs & dimensions,1999,,1781.0,4.0,225.0,280.0,1465.0,4 wheel drive,Manual,Naturally Aspirated,Petrol,,,243.0,151.0,6.4,226.0,https://www.parkers.co.uk/audi/tt/coupe-1999/18-s-line-(225ps)-2d/specs/
CAR_B570B895,Audi,Tt,18 t (180ps) 2d,Audi TT Coupe1.8 T (180ps) 2d Specs & dimensions,1999,,1781.0,4.0,177.0,235.0,1280.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,226.9,141.0,7.6,199.0,https://www.parkers.co.uk/audi/tt/coupe-1999/18-t-(180ps)-2d/specs/
CAR_30855D90,Audi,Tt,18 t (150ps) 2d,Audi TT Roadster1.8 T (150ps) 2d Specs & dimensions,1999,,1781.0,4.0,147.0,210.0,1335.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,215.7,134.0,8.6,199.0,https://www.parkers.co.uk/audi/tt/roadster-1999/18-t-(150ps)-2d/specs/
CAR_4B2A4D56,Audi,Tt,18 t (163ps) 2d,Audi TT Roadster1.8 T (163ps) 2d Specs & dimensions,1999,,1781.0,4.0,160.0,240.0,1340.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,217.3,135.0,7.9,199.0,https://www.parkers.co.uk/audi/tt/roadster-1999/18-t-(163ps)-2d/specs/
CAR_12D05252,Audi,A3,12 tfsi (110bhp) s line 5d,Audi A3 Sportback1.2 TFSI (110bhp) S Line 5d Specs & dimensions,2013,,1197.0,4.0,108.0,175.0,1180.0,Front wheel drive,Manual,Turbocharged,Petrol,,,197.9,123.0,9.8,114.0,https://www.parkers.co.uk/audi/a3/sportback-2013/12-tfsi-(110bhp)-s-line-5d/specs/
CAR_B42E866A,Audi,A3,12 tfsi (110bhp) s line 5d s tronic,Audi A3 Sportback1.2 TFSI (110bhp) S Line 5d S Tronic Specs & dimensions,2013,,1197.0,4.0,108.0,175.0,1200.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,197.9,123.0,9.8,110.0,https://www.parkers.co.uk/audi/a3/sportback-2013/12-tfsi-(110bhp)-s-line-5d-s-tronic/specs/
CAR_9E57EE98,Audi,A3,14 tfsi (150bhp) s line (nav) 4d,Audi A3 Saloon1.4 TFSI (150bhp) S Line (Nav) 4d Specs & dimensions,2013,,1395.0,4.0,147.0,250.0,1240.0,Front wheel drive,Manual,Turbocharged,Petrol,,,223.7,139.0,7.9,112.0,https://www.parkers.co.uk/audi/a3/saloon-2013/14-tfsi-(150bhp)-s-line-(nav)-4d/specs/
CAR_ABF4C27C,Audi,A3,14 tfsi (150bhp) s line (nav) 4d s tronic,Audi A3 Saloon1.4 TFSI (150bhp) S Line (Nav) 4d S Tronic Specs & dimensions,2013,,1395.0,4.0,147.0,250.0,1250.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,223.7,139.0,7.9,113.0,https://www.parkers.co.uk/audi/a3/saloon-2013/14-tfsi-(150bhp)-s-line-(nav)-4d-s-tronic/specs/
CAR_C9C5FEC8,Audi,A3,14 tfsi (150bhp) s line (nav) 2d,Audi A3 Cabriolet1.4 TFSI (150bhp) S Line (Nav) 2d Specs & dimensions,2014,,1395.0,4.0,147.0,250.0,1365.0,Front wheel drive,Manual,Turbocharged,Petrol,,,222.1,138.0,8.6,118.0,https://www.parkers.co.uk/audi/a3/cabriolet-2014/14-tfsi-(150bhp)-s-line-(nav)-2d/specs/
CAR_94DC212C,Audi,A3,14 tfsi (150bhp) s line (nav) 2d s tronic,Audi A3 Cabriolet1.4 TFSI (150bhp) S Line (Nav) 2d S Tronic Specs & dimensions,2014,,1395.0,4.0,147.0,250.0,1380.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,222.1,138.0,8.6,118.0,https://www.parkers.co.uk/audi/a3/cabriolet-2014/14-tfsi-(150bhp)-s-line-(nav)-2d-s-tronic/specs/
CAR_494B50D3,Audi,A3,15 tfsi 116 s line 5dr,Audi A3 Sportback1.5 TFSI 116 S Line 5dr Specs & dimensions,2020,,1498.0,,114.0,220.0,1285.0,Front wheel drive,Manual,Turbocharged,Petrol,,,204.4,127.0,9.4,132.0,https://www.parkers.co.uk/audi/a3/sportback-2020/15-tfsi-116-s-line-5dr/specs/
CAR_9DB5E1E0,Audi,A3,15 tfsi 116 s line 5dr s tronic,Audi A3 Sportback1.5 TFSI 116 S Line 5dr S Tronic Specs & dimensions,2020,,1498.0,,114.0,220.0,1315.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,204.4,127.0,9.6,125.0,https://www.parkers.co.uk/audi/a3/sportback-2020/15-tfsi-116-s-line-5dr-s-tronic/specs/
CAR_A0F30475,Audi,A3,15 tfsi 116 s line 4dr,Audi A3 Saloon1.5 TFSI 116 S Line 4dr Specs & dimensions,2020,,1498.0,,114.0,220.0,1285.0,Front wheel drive,Manual,Turbocharged,Petrol,,,209.2,130.0,9.4,127.0,https://www.parkers.co.uk/audi/a3/saloon-2020/15-tfsi-116-s-line-4dr/specs/
CAR_753B8591,Audi,A3,15 tfsi 116 s line 4dr s tronic,Audi A3 Saloon1.5 TFSI 116 S Line 4dr S Tronic Specs & dimensions,2020,,1498.0,,114.0,220.0,1315.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,209.2,130.0,9.6,121.0,https://www.parkers.co.uk/audi/a3/saloon-2020/15-tfsi-116-s-line-4dr-s-tronic/specs/
CAR_53930883,Audi,A3,s3 tfsi black ed quattro 4dr s tronic [tech pro],Audi A3 S3S3 TFSI Black Ed Quattro 4dr S Tronic [Tech Pro] Specs & dimensions,2020,,1984.0,4.0,305.0,400.0,1505.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,4.6,180.0,https://www.parkers.co.uk/audi/a3/s3-2020/s3-tfsi-black-ed-quattro-4dr-s-tronic-[tech-pro]/specs/
CAR_F1A92C37,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 5dr s tronic,Audi A3 RS 3 SportbackRS 3 TFSI Qtro 400 Carbon Vorsprung 5dr S Tronic Specs & dimensions,2021,,2480.0,5.0,394.0,500.0,1565.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,280.0,174.0,3.7,213.0,https://www.parkers.co.uk/audi/a3/rs-3-sportback-2021/rs-3-tfsi-qtro-400-carbon-vorsprung-5dr-s-tronic/specs/
CAR_B83E16B3,Audi,A3,rs 3 tfsi qtro 400 competition limited 5dr stronic,Audi A3 RS 3 SportbackRS 3 TFSI Qtro 400 Competition Limited 5dr STronic Specs & dimensions,2021,,2480.0,5.0,394.0,500.0,1565.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,289.7,180.0,3.7,212.0,https://www.parkers.co.uk/audi/a3/rs-3-sportback-2021/rs-3-tfsi-qtro-400-competition-limited-5dr-stronic/specs/
CAR_0789D367,Audi,A3,rs 3 tfsi qtro 400 carbon vorsprung 4dr s tronic,Audi A3 RS 3 SaloonRS 3 TFSI Qtro 400 Carbon Vorsprung 4dr S Tronic Specs & dimensions,2021,,2480.0,5.0,394.0,500.0,1565.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,280.0,174.0,3.7,209.0,https://www.parkers.co.uk/audi/a3/rs-3-saloon-2021/rs-3-tfsi-qtro-400-carbon-vorsprung-4dr-s-tronic/specs/
CAR_7ED5D2F5,Audi,A3,rs 3 tfsi qtro carbon black 4dr s tronic tech pro,Audi A3 RS 3 SaloonRS 3 TFSI Qtro Carbon Black 4dr S Tronic Tech Pro Specs & dimensions,2021,,2480.0,5.0,394.0,500.0,1565.0,4 wheel drive,Automatic,Turbocharged,Petrol,,,249.4,155.0,3.7,207.0,https://www.parkers.co.uk/audi/a3/rs-3-saloon-2021/rs-3-tfsi-qtro-carbon-black-4dr-s-tronic-tech-pro/specs/
CAR_F134EEE2,Audi,A3,15 tfsi e 204 black ed 5dr s tronic [tech pack],Audi A3 Phev1.5 TFSI e 204 Black Ed 5dr S Tronic [Tech Pack] Specs & dimensions,2025,,1498.0,,201.0,350.0,1600.0,Front wheel drive,Automatic,Turbocharged,Petrol Parallel PHEV,,,225.3,140.0,7.2,29.0,https://www.parkers.co.uk/audi/a3/phev-2025/15-tfsi-e-204-black-ed-5dr-s-tronic-[tech-pack]/specs/
CAR_496F7B81,Audi,A3,15 tfsi e 204 black ed 5dr s tronic [tech pro],Audi A3 Phev1.5 TFSI e 204 Black Ed 5dr S Tronic [Tech Pro] Specs & dimensions,2025,,1498.0,,201.0,350.0,1600.0,Front wheel drive,Automatic,Turbocharged,Petrol Parallel PHEV,,,225.3,140.0,7.2,29.0,https://www.parkers.co.uk/audi/a3/phev-2025/15-tfsi-e-204-black-ed-5dr-s-tronic-[tech-pro]/specs/
CAR_53F62B3B,Audi,A3,12 tfsi (start stop) 3d,Audi A3 Hatchback1.2 TFSI (Start Stop) 3d Specs & dimensions,2003,,1197.0,4.0,103.0,175.0,1205.0,Front wheel drive,Manual,Turbocharged,Petrol,,,191.5,119.0,10.6,127.0,https://www.parkers.co.uk/audi/a3/hatchback-2003/12-tfsi-(start-stop)-3d/specs/
CAR_097BF052,Audi,A3,12 tfsi 3d s tronic,Audi A3 Hatchback1.2 TFSI 3d S Tronic Specs & dimensions,2003,,1197.0,4.0,103.0,175.0,1230.0,Front wheel drive,Automatic,Turbocharged,Petrol,,,191.5,119.0,10.2,123.0,https://www.parkers.co.uk/audi/a3/hatchback-2003/12-tfsi-3d-s-tronic/specs/
CAR_5B863EC7,Audi,A3,12 t fsi (start stop) 5d,Audi A3 Sportback1.2 T FSI (Start Stop) 5d Specs & dimensions,2004,,1197.0,4.0,103.0,175.0,1245.0,Front wheel drive,Manual,Naturally Aspirated,Petrol,,,191.5,119.0,10.9,127.0,https://www.parkers.co.uk/audi/a3/sportback-2004/12-t-fsi-(start-stop)-5d/specs/
CAR_D8C1B5E7,Audi,A3,12 t fsi 5d s tronic,Audi A3 Sportback1.2 T FSI 5d S Tronic Specs & dimensions,2004,,1197.0,4.0,103.0,175.0,1270.0,Front wheel drive,Automatic,Naturally Aspirated,Petrol,,,191.5,119.0,10.5,123.0,https://www.parkers.co.uk/audi/a3/sportback-2004/12-t-fsi-5d-s-tronic/specs/
