mod_id,mod_name,mod_category,typical_hp_gain_pct,typical_tq_gain_pct,typical_hp_gain_abs,typical_tq_gain_abs,compatible_makes,compatible_models,difficulty_level,typical_cost_usd,notes,source_url
MOD_F48E2A3D,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 211.0 hp / 240.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/14t_ea111_ea211/parts/ECU-14T-EA111-TWIN
MOD_B33B334F,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 229.0 hp / 260.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/14t_ea111_ea211/parts/ECU-14T-EA111-TWIN
MOD_D3C53CC9,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 181.0 hp / 258.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/14t_ea111_ea211/parts/ECU-14T-EA211
MOD_844B837F,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 173.0 hp / 255.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/14t_ea111_ea211/parts/ECU-14T-EA211
MOD_B928492C,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 161.0 hp / 203.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/14t_ea111_ea211/parts/ECU-14T-EA211
MOD_5C4E0959,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 175.0 hp / 225.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/14t_ea111_ea211/parts/ECU-14T-EA211
MOD_A8124229,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 204.0 hp / 276.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g1/parts/ECU-18T-EA888-1-L
MOD_17A1B673,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 211.0 hp / 285.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g1/parts/ECU-18T-EA888-1-L
MOD_50201C40,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 183.0 hp / 219.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g1/parts/ECU-18T-EA888-1-T
MOD_0B6F34A3,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 330.0 hp / 335.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g1/parts/ECU-18T-EA888-1-T
MOD_8F973B59,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 231.0 hp / 275.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-L-IS12
MOD_C921068B,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 234.0 hp / 273.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS12
MOD_171298EE,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 246.0 hp / 275.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS12
MOD_040D67C9,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 274.0 hp / 308.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS12
MOD_16D9AB5C,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 284.0 hp / 311.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS12
MOD_524BF1EB,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 351.0 hp / 335.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-IS12
MOD_0D10FA70,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 223.0 hp / 267.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-MGT
MOD_B329F971,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 244.0 hp / 303.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/18t_ea888_g3/parts/ECU-18T-EA888-3-T-MGT
MOD_E605B00B,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 353.0 hp / 303.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/porsche/boxster_and_cayman/parts/ECU-20T-982
MOD_50B94CF8,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 240.0 hp / 277.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K03
MOD_ECBEEAD3,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 259.0 hp / 277.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K03
MOD_65ADDEBB,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 278.0 hp / 306.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K03
MOD_F9D0D1FD,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 320.0 hp / 320.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K03
MOD_390A34F6,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 386.0 hp / 346.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K03
MOD_EEE60B38,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 302.0 hp / 297.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K04
MOD_EECA78B2,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 328.0 hp / 322.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K04
MOD_F76C15E3,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 351.0 hp / 349.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K04
MOD_C10D4966,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 392.0 hp / 401.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K04
MOD_4D51C7B5,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 430.0 hp / 413.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K04
MOD_5A686F93,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 435.0 hp / 421.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea113/parts/ECU-20T-EA113-T-K04
MOD_9A8BF1AF,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 254.0 hp / 316.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g1/parts/ECU-20T-EA888-1-L
MOD_D14573AB,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 253.0 hp / 309.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g1/parts/ECU-20T-EA888-1-T
MOD_96C59018,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 257.0 hp / 312.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g1/parts/ECU-20T-EA888-1-T
MOD_E72F64B1,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 270.0 hp / 319.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g1/parts/ECU-20T-EA888-1-T
MOD_50F29FAF,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 346.0 hp / 360.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g1/parts/ECU-20T-EA888-1-T
MOD_F667D273,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 409.0 hp / 374.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g1/parts/ECU-20T-EA888-1-T
MOD_3EB9A66A,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 256.0 hp / 301.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g2/parts/ECU-20T-EA888-2-L
MOD_41DD0CAE,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 287.0 hp / 341.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g2/parts/ECU-20T-EA888-2-L
MOD_35B81C65,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 339.0 hp / 321.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g2/parts/ECU-20T-EA888-2-L
MOD_FE1DD696,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 241.0 hp / 300.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g2/parts/ECU-20T-EA888-2-T
MOD_81E1599B,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 281.0 hp / 314.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g2/parts/ECU-20T-EA888-2-T
MOD_2A9FC004,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 346.0 hp / 377.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g2/parts/ECU-20T-EA888-2-T
MOD_76346359,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 317.0 hp / 363.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-L-IS20
MOD_607E7E44,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 290.0 hp / 320.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_13D42331,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 313.0 hp / 340.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_85D4A676,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 313.0 hp / 340.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_944D23BE,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 333.0 hp / 364.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_6FA40C3A,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 395.0 hp / 376.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_B9D3002E,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 436.0 hp / 401.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_7DC6D409,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 470.0 hp / 425.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20
MOD_FB09745D,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 291.0 hp / 317.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20-ATLAS
MOD_B843FA16,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 274.0 hp / 307.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20-OPF
MOD_88699365,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 339.0 hp / 371.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20-OPF
MOD_9498E10F,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 290.0 hp / 312.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20-PQ35
MOD_1899D629,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 317.0 hp / 334.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20-PQ35
MOD_BE71A7F3,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 348.0 hp / 348.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS20-PQ35
MOD_BA50C9E9,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 357.0 hp / 366.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_92F3E809,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 372.0 hp / 385.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_008CC234,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 377.0 hp / 403.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_694377EC,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 410.0 hp / 370.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_C2BCBFA2,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 439.0 hp / 384.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_012976DF,APR Stage 3 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 3: 470.0 hp / 425.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38
MOD_882AF460,APR Stage 1 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 1: 359.0 hp / 366.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_0AE71E0C,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 373.0 hp / 367.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-8SPD
MOD_CFCFEBB7,APR Stage 2 ECU Upgrade,ECU Tune,,,,,VW;Audi;Skoda;Seat,,Professional,499,Stage 2: 369.0 hp / 385.0 ft-lb (page text).,https://www.goapr.com/products/software/ecu_upgrade/gasoline/4/20t_ea888_g3/parts/ECU-20T-EA888-3-T-IS38-8SPD
